trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
153,False,"{'a': 0.2, 'e': 0.21653566731600707}",20,0,-55.64381063514715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
154,False,"{'a': 0.2, 'e': 0.21438110142697794}",25,18,9.838110328118681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.21224797382674304}",20,0,-8.830040685722125,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
156,False,"{'a': 0.2, 'e': 0.21013607120076472}",20,0,21.742626644205615,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.20804518235702046}",25,9,-74.38208160140579,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
158,False,"{'a': 0.2, 'e': 0.20597509820488344}",25,0,-9.84636013709598,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
159,False,"{'a': 0.2, 'e': 0.20392561173421342}",25,0,7.062845591962995,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
160,False,"{'a': 0.2, 'e': 0.20189651799465538}",30,12,22.07105745128686,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.1998876140751445}",20,4,-12.740668275471572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.2, 'e': 0.19789869908361465}",25,1,-9.72036175939701,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.19592957412690934}",25,0,4.485521268015404,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.2, 'e': 0.19398004229089189}",30,18,17.05161643833427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.19204990862075408}",30,0,44.19123902709502,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.2, 'e': 0.1901389801015205}",20,5,13.479525209424539,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.1882470656387468}",20,12,17.002162977038022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.18637397603940997}",20,0,-27.79231423003821,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
169,False,"{'a': 0.2, 'e': 0.18451952399298926}",25,0,-43.43102923765751,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
170,False,"{'a': 0.2, 'e': 0.18268352405273466}",20,9,7.546753768879089,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.1808657926171221}",20,6,2.551951220830948,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.17906614791149322}",20,9,-17.174092723632587,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.17728440996987782}",25,0,4.1815314284725575,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
174,False,"{'a': 0.2, 'e': 0.17552040061699686}",25,9,2.8008279981732347,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.17377394345044514}",25,11,21.38705702935932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.17204486382305054}",25,0,43.773041019101605,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.2, 'e': 0.17033298882540943}",20,2,13.024544257263369,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.1686381472685955}",30,4,-33.91534462804395,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
179,False,"{'a': 0.2, 'e': 0.1669601696670407}",25,2,16.01514049803963,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.16529888822158653}",20,0,-22.9046242136616,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.2, 'e': 0.16365413680270405}",25,6,-9.571115016085475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.2, 'e': 0.16202575093388075}",25,19,14.10598334039802,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
